blade_id,turbine_id,blade_type,length_m
B05110,T0127,Type-D,60.0
B05111,t0070,Type-C,61.0
B05112,T0115,Type-A,60.0
B05113,T0162,Type-B,58.0
B05114,T0108,Type-E,62.5
B05115,T0086,Type-C,62.5
B05116,T0048,Type-B,62.5
B05117,T0156,Type-C,58.0
B05118,T0017,Type-E,62.5
B05119,T0079,Type-C,58.0
B05120,T0166,Type-B,62.5
B05121,T0136,Type-A,58.0
B05122,T0180,Type-B,62.5
B05123,T0079,Type-B,58.0
B05124,T0108,Type-D,55.0
B05125,T0158,Type-A,61.0
B05126,T0150,Type-A,55.0
B05127,T0008,Type-D,61.0
B05128,t0170,Type-C,62.5
B05129,T0102,Type-E,58.0
B05130,T0171,Type-E,61.0
B05131,T0074,Type-B,61.0
B05132,t0079,Type-A,61.0
B05133,T0187,Type-D,62.5
B05134,T0149,Type-C,58.0
B05135,T0051,Type-A,62.5
B05136,T0066,Type-C,60.0
B05137,T0038,Type-E,58.0
B05138,T0164,Type-A,58.0
B05139,T0132,Type-A,55.0
B05140,T0166,Type-D,62.5
B05141,T0073,Type-E,60.0
B05142,T0077,Type-B,62.5
B05143,T0139,Type-B,55.0
B05144,T0020,Type-B,60.0
B05145,T0037,Type-A,61.0
B05146,T0123,Type-D,62.5
B05147,T0152,Type-D,55.0
B05148,t0099,Type-E,60.0
B05149,T0056,Type-B,62.5
B05150,T0183,Type-C,55.0
B05151,T0118,Type-C,60.0
B05152,T0135,Type-C,58.0
B05153,T0091,Type-D,62.5
B05154,T0083,Type-B,61.0
B05155,T0068,Type-A,60.0
B05156,T0143,Type-A,62.5
B05157,T0085,Type-D,62.5
B05158,T0020,Type-C,55.0
B05159,T0086,Type-C,58.0
B05160,T0108,Type-B,55.0
B05161,T0050,Type-B,61.0
B05162,T0071,Type-C,62.5
B05163,T0020,Type-D,61.0
B05164,T0129,Type-E,62.5
B05165,T0136,Type-C,58.0
B05166,T0093,Type-B,55.0
B05167,T0050,Type-C,61.0
B05168,T0010,Type-D,60.0
B05169,T0143,Type-A,60.0
B05170,T0088,Type-D,62.5
B05171,T0175,Type-A,62.5
B05172,T0131,Type-E,62.5
B05173,T0054,Type-A,58.0
B05174,T0052,Type-C,62.5
B05175,T0005,Type-D,61.0
B05176,T0092,Type-E,62.5
B05177,T0155,Type-E,55.0
B05178,T0180,Type-A,55.0
B05179,T0153,Type-B,61.0
B05180,T0023,Type-C,55.0
B05181,T0019,Type-E,58.0
B05182,T0025,Type-A,55.0
B05183,T0020,Type-A,60.0
B05184,T0189,Type-D,55.0
B05185,T0109,Type-B,60.0
B05186,T0151,Type-C,58.0
B05187,T0178,Type-C,60.0
B05188,T0196,Type-D,58.0
B05189,T0116,Type-E,61.0
B05190,t0110,Type-C,55.0
B05191,T0134,Type-A,60.0
B05192,T0149,Type-A,60.0
B05193,T0063,Type-E,58.0
B05194,T0139,Type-E,55.0
B05195,T0147,Type-C,60.0
B05196,T0003,Type-A,61.0
B05197,t0148,Type-E,55.0
B05198,t0030,Type-D,58.0
B05199,T0143,Type-B,
B05200,T0050,Type-A,61.0
B05201,T0021,Type-C,58.0
B05202,T0081,Type-B,60.0
B05203,T0036,Type-C,61.0
B05204,T0104,Type-E,60.0
B05205,T0079,Type-B,61.0
B05206,T0012,Type-D,61.0
B05207,T0012,Type-A,60.0
B05208,T0067,Type-A,62.5
B05209,T0140,Type-D,55.0
B05210,T0098,Type-E,60.0
B05211,T0123,Type-E,55.0
B05212,T0001,Type-C,58.0
B05213,T0136,Type-D,61.0
B05214,T0132,Type-A,
B05215,T0005,Type-C,61.0
B05216,T0130,Type-D,55.0
B05217,T0073,Type-A,62.5
B05218,T0002,Type-A,61.0
B05219,T0040,Type-B,62.5
B05220,T0193,Type-B ,61.0
B05221,T0014,Type-B,55.0
B05222,T0191,Type-D,62.5
B05223,T0063,Type-D,58.0
B05224,T0040,Type-A,55.0
B05225,T0178,Type-B,55.0
B05226,T0177,Type-D ,60.0
B05227,T0200,Type-C,
B05228,T0039,Type-C,60.0
B05229,T0166,Type-A,58.0
B05230,t0181,Type-B,55.0
B05231,T0148,Type-E,60.0
B05232,T0053,Type-C,55.0
B05233,T0024,Type-C,62.5
B05234,T0143,Type-D,58.0
B05235,T0055,Type-B,60.0
B05236,t0178,Type-C,61.0
B05237,T0196,Type-C,60.0
B05238,T0027,Type-A,58.0
B05239,T0141,Type-D,61.0
B05240,T0068,Type-B,55.0
B05241,T0100,Type-E,60.0
B05242,T0140,Type-E,61.0
B05243,T0192,Type-E,58.0
B05244,T0005,Type-E,61.0
B05245,t0012,Type-E,58.0
B05246,T0055,Type-C,62.5
B05247,T0045,Type-B,55.0
B05248,T0137,Type-C,60.0
B05249,T0022,Type-C,61.0
B05250,T0099,Type-B,62.5
B05251,T0124,Type-B,58.0
B05252,T0136,Type-B,60.0
B05253,T0006,Type-D,62.5
B05254,T0012,Type-D,62.5
B05255,T0105,Type-D,55.0
B05256,T0189,Type-B,60.0
B05257,T0157,Type-B,62.5
B05258,T0183,Type-D,58.0
B05259,T0196,Type-E,58.0
B05260,T0022,Type-B,60.0
B05261,T0095,Type-B,60.0
B05262,T0122,Type-A,55.0
B05263,T0104,Type-A,58.0
B05264,T0150,Type-B,61.0
B05265,T0079,Type-D,62.5
B05266,T0120,Type-C,60.0
B05267,T0069,Type-D,60.0
B05268,t0107,Type-D,58.0
B05269,T0029,Type-A,55.0
B05270,T0039,Type-E,58.0
B05271,T0121,Type-D,62.5
B05272,t0198,Type-B,58.0
B05273,T0109,Type-E,55.0
B05274,T0043,Type-D,55.0
B05275,T0127,Type-E,55.0
B05276,T0076,Type-A,
B05277,T0133,Type-B,58.0
B05278,T0064,Type-A,60.0
B05279,T0046,Type-A,55.0
B05280,T0077,Type-C,60.0
B05281,T0009,Type-C,62.5
B05282,T0075,Type-C,61.0
B05283,T0145,Type-A,62.5
B05284,T0047,Type-B,62.5
B05285,T0028,Type-C,60.0
B05286,t0128,Type-A,62.5
B05287,T0199,Type-D,58.0
B05288,T0170,Type-E,60.0
B05289,T0002,Type-E,55.0
B05290,T0177,Type-D,61.0
B05291,t0160,Type-D,55.0
B05292,T0112,Type-D,62.5
B05293,T0071,Type-A,58.0
B05294,T0093,Type-A,55.0
B05295,T0144,Type-C,61.0
B05296,T0111,Type-A,61.0
B05297,T0115,Type-D,60.0
B05298,T0102,Type-C,60.0
B05299,T0043,Type-B,58.0
B05300,T0082,Type-B,55.0
B05301,T0159,Type-B,62.5
B05302,T0169,Type-E,
B05303,T0085,Type-B,60.0
B05304,T0116,Type-D,61.0
B05305,T0006,Type-B,60.0
B05306,T0092,Type-A,61.0
B05307,T0123,Type-E,61.0
B05308,T0051,Type-A,61.0
B05309,T0062,Type-B,55.0
B05310,T0003,Type-C,55.0
B05311,T0043,Type-B,60.0
B05312,T0121,Type-E,62.5
B05313,T0147,Type-A,58.0
B05314,T0169,Type-B,55.0
B05315,T0131,Type-D,55.0
B05316,T0141,Type-A,62.5
B05317,T0075,Type-B,60.0
B05318,T0097,Type-B,55.0
B05319,T0140,Type-B,61.0
B05320,t0075,Type-A,58.0
B05321,T0093,Type-D,55.0
B05322,T0064,Type-B,58.0
B05323,T0167,Type-E,55.0
B05324,T0015,Type-A,61.0
B05325,T0187,Type-B,61.0
B05326,T0006,Type-C,61.0
B05327,T0020,Type-C,60.0
B05328,T0112,Type-B,61.0
B05329,T0013,Type-B,55.0
B05330,T0084,Type-C,60.0
B05331,t0139,Type-B,60.0
B05332,T0125,Type-C,61.0
B05333,T0030,Type-D,61.0
B05334,T0110,Type-E,58.0
B05335,T0188,Type-A,60.0
B05336,T0062,Type-A,61.0
B05337,T0088,Type-A,55.0
B05338,T0185,Type-D,55.0
B05339,t0055,Type-E,60.0
B05340,T0006,Type-D,61.0
B05341,T0147,Type-C,55.0
B05342,T0096,Type-E,55.0
B05343,T0071,Type-D,62.5
B05344,t0010,Type-E,62.5
B05345,T0191,Type-C,55.0
B05346,T0016,Type-A,55.0
B05347,T0091,Type-B,58.0
B05348,T0008,Type-B,61.0
B05349,T0200,Type-C,58.0
B05350,T0184,Type-C,60.0
B05351,T0047,Type-A,58.0
B05352,T0154,Type-C,61.0
B05353,T0163,Type-D,62.5
B05354,T0074,Type-A,62.5
B05355,T0037,Type-A,58.0
B05356,T0059,Type-A,60.0
B05357,T0025,Type-A,61.0
B05358,T0047,Type-D,55.0
B05359,T0051,Type-A,55.0
B05360,T0150,Type-C,62.5
B05361,T0083,Type-C,55.0
B05362,T0177,Type-E,58.0
B05363,T0173,Type-C,55.0
B05364,T0120,Type-A,58.0
B05365,t0072,Type-E,55.0
B05366,T0118,Type-E,61.0
B05367,T0200,Type-A,55.0
B05368,T0125,Type-C,58.0
B05369,T0154,Type-B,61.0
B05370,T0021,Type-B,62.5
B05371,T0013,Type-E,60.0
B05372,T0084,Type-D,61.0
B05373,T0035,Type-A,60.0
B05374,T0156,Type-A,60.0
B05375,T0141,Type-D,60.0
B05376,T0064,Type-E,55.0
B05377,T0118,Type-A,58.0
B05378,T0013,Type-A,55.0
B05379,T0044,Type-A,60.0
B05380,T0027,Type-B,62.5
B05381,T0049,Type-D,61.0
B05382,T0157,Type-A,55.0
B05383,T0109,Type-B,62.5
B05384,T0149,Type-A,58.0
B05385,T0152,Type-B,55.0
B05386,T0020,Type-E,58.0
B05387,T0132,Type-E,61.0
B05388,t0092,Type-C,61.0
B05389,T0002,Type-C,55.0
B05390,T0001,Type-C,61.0
B05391,T0066,Type-E,61.0
B05392,T0024,Type-B,62.5
B05393,T0088,Type-A,62.5
B05394,T0034,Type-E,55.0
B05395,T0131,Type-A,61.0
B05396,T0063,Type-A,55.0
B05397,T0052,Type-A,55.0
B05398,T0071,Type-E,55.0
B05399,T0015,Type-D,62.5
B05400,T0060,Type-C,58.0
B05401,T0084,Type-B,61.0
B05402,t0085,Type-A,60.0
B05403,T0180,Type-E,58.0
B05404,T0023,Type-C,62.5
B05405,T0072,Type-C,60.0
B05406,T0050,Type-D,55.0
B05407,T0065,Type-E,60.0
B05408,T0112,Type-A,55.0
B05409,T0024,Type-E,61.0
B05410,t0147,Type-A,60.0
B05411,T0069,Type-A,62.5
B05412,T0112,Type-C,61.0
B05413,T0117,Type-D,58.0
B05414,T0128,Type-E,60.0
B05415,T0064,Type-D,61.0
B05416,T0151,Type-E,55.0
B05417,T0033,Type-C,62.5
B05418,T0105,Type-B,60.0
B05419,T0192,Type-A,55.0
B05420,T0171,Type-A,61.0
B05421,T0187,Type-D,62.5
B05422,T0100,Type-C,60.0
B05423,T0081,Type-C,60.0
B05424,T0186,Type-E,61.0
B05425,t0136,Type-D ,55.0
B05426,T0189,Type-E,61.0
B05427,T0007,Type-C,61.0
B05428,T0143,Type-A,55.0
B05429,t0005,Type-A,61.0
B05430,T0146,Type-A,61.0
B05431,T0184,Type-A,60.0
B05432,T0169,Type-D,62.5
B05433,T0103,Type-D,55.0
B05434,T0180,Type-E,60.0
B05435,T0139,Type-B,62.5
B05436,T0159,Type-A,58.0
B05437,t0195,Type-D ,55.0
B05438,T0041,Type-C,62.5
B05439,T0134,Type-C,60.0
B05440,T0179,Type-A,61.0
B05441,T0137,Type-D,60.0
B05442,T0012,Type-A,61.0
B05443,t0096,Type-C,62.5
B05444,T0057,Type-C,60.0
B05445,T0005,Type-E,55.0
B05446,T0198,Type-B,55.0
B05447,T0077,Type-D ,62.5
B05448,t0040,Type-E,62.5
B05449,T0143,Type-C,60.0
B05450,T0174,Type-D,60.0
B05451,T0191,Type-D,55.0
B05452,T0044,Type-A,61.0
B05453,T0044,Type-E,61.0
B05454,T0105,Type-B,60.0
B05455,T0081,Type-E,55.0
B05456,T0097,Type-E,60.0
B05457,T0015,Type-E,58.0
B05458,T0054,Type-E,62.5
B05459,T0167,Type-E,62.5
B05460,T0174,Type-E,58.0
B05461,t0165,Type-A,61.0
B05462,T0048,Type-A,60.0
B05463,T0052,Type-B,61.0
B05464,T0197,Type-D ,55.0
B05465,T0111,Type-E,62.5
B05466,T0068,Type-C,60.0
B05467,T0012,Type-B,62.5
B05468,T0123,Type-A,58.0
B05469,T0061,Type-C,60.0
B05470,T0181,Type-C,61.0
B05471,T0165,Type-B,60.0
B05472,T0004,Type-D,60.0
B05473,T0131,Type-D,55.0
B05474,T0159,Type-D,60.0
B05475,T0186,Type-D,55.0
B05476,T0086,Type-B,60.0
B05477,T0028,Type-A,58.0
B05478,T0166,Type-C,62.5
B05479,T0074,Type-B,62.5
B05480,t0171,Type-E,55.0
B05481,T0064,Type-A,58.0
B05482,T0036,Type-B,60.0
B05483,T0078,Type-E,61.0
B05484,T0136,Type-A,62.5
B05485,T0118,Type-C,62.5
B05486,T0057,Type-D,62.5
B05487,T0124,Type-B,61.0
B05488,T0116,Type-A,60.0
B05489,T0072,Type-A,62.5
B05490,T0190,Type-D,62.5
B05491,T0014,Type-D,55.0
B05492,T0053,Type-D,62.5
B05493,T0045,Type-A,61.0
B05494,T0181,Type-A,60.0
B05495,T0161,Type-C,61.0
B05496,T0102,Type-E,62.5
B05497,T0023,Type-C,62.5
B05498,T0082,Type-E,55.0
B05499,T0033,Type-C,62.5
B05500,T0133,Type-E,61.0
B05501,T0177,Type-A,60.0
B05502,T0193,Type-D,58.0
B05503,T0112,Type-D,60.0
B05504,T0060,Type-D,58.0
B05505,T0104,Type-C,58.0
B05506,T0044,Type-E,55.0
B05507,T0103,Type-C,60.0
B05508,T0039,Type-B,62.5
B05509,T0079,Type-C,58.0
B05510,T0143,Type-B,60.0
B05511,T0029,Type-B,60.0
B05512,T0049,Type-C,55.0
B05513,t0111,Type-B,60.0
B05514,T0077,Type-D,55.0
B05515,T0089,Type-A,61.0
B05516,T0051,Type-D,60.0
B05517,T0173,Type-B,55.0
B05518,T0018,Type-C,61.0
B05519,T0120,Type-E,55.0
B05520,T0191,Type-A,58.0
B05521,T0012,Type-E,62.5
B05522,t0170,Type-B,58.0
B05523,T0045,Type-B,58.0
B05524,T0001,Type-D,61.0
B05525,T0144,Type-C,61.0
B05526,T0087,Type-E,62.5
B05527,t0054,Type-C,58.0
B05528,T0157,Type-D,58.0
B05529,T0119,Type-D,58.0
B05530,T0041,Type-E,60.0
B05531,T0027,Type-D,55.0
B05532,T0004,Type-E,61.0
B05533,T0027,Type-E,62.5
B05534,T0002,Type-D,55.0
B05535,T0198,Type-E,55.0
B05536,T0198,Type-B,62.5
B05537,T0091,Type-A,60.0
B05538,T0151,Type-D,60.0
B05539,t0094,Type-A,58.0
B05540,T0019,Type-E,55.0
B05541,T0178,Type-A,62.5
B05542,T0036,Type-B,60.0
B05543,T0052,Type-E,62.5
B05544,T0019,Type-B,55.0
B05545,T0139,Type-E,60.0
B05546,T0192,Type-A ,58.0
B05547,T0149,Type-E,55.0
B05548,T0189,Type-B,58.0
B05549,T0064,Type-B,62.5
B05550,T0046,Type-B,58.0
B05551,T0080,Type-A,58.0
B05552,T0158,Type-B,60.0
B05553,T0146,Type-C,55.0
B05554,T0196,Type-C,60.0
B05555,T0041,Type-D,60.0
B05556,T0089,Type-C,55.0
B05557,T0178,Type-D,58.0
B05558,T0170,Type-B,55.0
B05559,T0109,Type-E,61.0
B05560,T0172,Type-A,55.0
B05561,T0163,Type-E,60.0
B05562,T0109,Type-D,62.5
B05563,T0014,Type-B,61.0
B05564,T0076,Type-B,60.0
B05565,T0079,Type-A,55.0
B05566,T0087,Type-A ,61.0
B05567,T0016,Type-D,61.0
B05568,T0134,Type-E,58.0
B05569,T0153,Type-D,61.0
B05570,T0176,Type-C,58.0
B05571,T0127,Type-A,55.0
B05572,T0021,Type-C,61.0
B05573,T0080,Type-E,61.0
B05574,T0032,Type-A ,61.0
B05575,T0064,Type-C,61.0
B05576,T0065,Type-C,60.0
B05577,T0007,Type-A,
B05578,T0180,Type-E,58.0
B05579,T0145,Type-A,61.0
B05580,t0116,Type-B,
B05581,t0130,Type-A,55.0
B05582,T0070,Type-B,60.0
B05583,T0166,Type-A,55.0
B05584,T0048,Type-C,58.0
B05585,T0129,Type-E,60.0
B05586,T0001,Type-E,55.0
B05587,T0156,Type-D,60.0
B05588,T0155,Type-A ,55.0
B05589,T0065,Type-B,55.0
B05590,T0199,Type-C,60.0
B05591,T0023,Type-B,60.0
B05592,T0107,Type-E,61.0
B05593,T0060,Type-A,55.0
B05594,T0058,Type-E,58.0
B05595,T0118,Type-C,58.0
B05596,T0067,Type-B,55.0
B05597,T0021,Type-D,61.0
B05598,T0142,Type-C,58.0
B05599,t0120,Type-C,58.0
B05600,T0126,Type-E,55.0
B05601,T0046,Type-E,62.5
B05602,T0177,Type-B,62.5
B05603,T0117,Type-A,55.0
B05604,T0171,Type-D,61.0
B05605,T0087,Type-C,61.0
B05606,T0026,Type-C,55.0
B05607,T0109,Type-A,61.0
B05608,T0171,Type-E,58.0
B05609,T0157,Type-C,61.0
B05610,T0018,Type-D,55.0
B05611,T0140,Type-C,61.0
B05612,T0059,Type-C,62.5
B05613,t0122,Type-C,55.0
B05614,T0102,Type-E,60.0
B05615,T0197,Type-A,61.0
B05616,T0134,Type-C ,55.0
B05617,T0049,Type-D,62.5
B05618,T0100,Type-D,61.0
B05619,t0067,Type-C,58.0
B05620,t0079,Type-A,61.0
B05621,T0023,Type-E,58.0
B05622,T0181,Type-E,61.0
B05623,T0015,Type-B,60.0
B05624,T0178,Type-C,60.0
B05625,T0010,Type-C,61.0
B05626,T0045,Type-E,61.0
B05627,T0060,Type-E,61.0
B05628,T0003,Type-E,58.0
B05629,T0024,Type-C,62.5
B05630,T0102,Type-E,62.5
B05631,T0036,Type-C,60.0
B05632,T0147,Type-D,62.5
B05633,T0079,Type-D,60.0
B05634,T0096,Type-C,58.0
B05635,T0147,Type-C,60.0
B05636,T0003,Type-D,58.0
B05637,T0140,Type-A,60.0
B05638,T0005,Type-B,61.0
B05639,T0059,Type-C,60.0
B05640,T0138,Type-A,62.5
B05641,T0167,Type-C,60.0
B05642,T0191,Type-E,58.0
B05643,T0101,Type-E,58.0
B05644,T0173,Type-D,58.0
B05645,T0160,Type-D,58.0
B05646,T0030,Type-B,60.0
B05647,T0180,Type-E,55.0
B05648,T0029,Type-E,58.0
B05649,T0028,Type-D,61.0
B05650,T0016,Type-E,58.0
B05651,T0050,Type-E,60.0
B05652,t0180,Type-D,55.0
B05653,T0115,Type-A,62.5
B05654,T0129,Type-A,58.0
B05655,T0177,Type-E,62.5
B05656,T0121,Type-D,62.5
B05657,T0197,Type-E,58.0
B05658,T0140,Type-D,60.0
B05659,T0098,Type-A,60.0
B05660,T0182,Type-B,61.0
B05661,T0057,Type-C,58.0
B05662,T0025,Type-E,58.0
B05663,T0130,Type-C,58.0
B05664,T0095,Type-A,62.5
B05665,T0100,Type-C,60.0
B05666,T0132,Type-D,58.0
B05667,t0128,Type-C,55.0
B05668,T0050,Type-D,55.0
B05669,T0070,Type-B,60.0
B05670,T0073,Type-B,61.0
B05671,T0078,Type-B,58.0
B05672,T0199,Type-D,58.0
B05673,T0185,Type-B,62.5
B05674,T0064,Type-C,55.0
B05675,T0055,Type-B,60.0
B05676,T0021,Type-A,60.0
B05677,T0176,Type-D,55.0
B05678,T0035,Type-A,60.0
B05679,T0172,Type-A,55.0
B05680,T0185,Type-E,58.0
B05681,t0130,Type-C,60.0
B05682,T0007,Type-E,55.0
B05683,T0172,Type-C,62.5
B05684,T0189,Type-D,62.5
B05685,T0111,Type-D,61.0
B05686,T0045,Type-E,62.5
B05687,t0030,Type-C,60.0
B05688,T0083,Type-E,61.0
B05689,T0012,Type-C,62.5
B05690,T0046,Type-A,61.0
B05691,T0008,Type-B,61.0
B05692,T0111,Type-C,61.0
B05693,T0039,Type-B ,55.0
B05694,T0025,Type-B,61.0
B05695,T0089,Type-C,61.0
B05696,T0043,Type-A,58.0
B05697,T0157,Type-E,60.0
B05698,T0181,Type-B,58.0
B05699,T0146,Type-D,60.0
B05700,T0030,Type-E,60.0
B05701,T0110,Type-B,61.0
B05702,T0128,Type-D,55.0
B05703,T0063,Type-C,58.0
B05704,T0153,Type-A,58.0
B05705,t0020,Type-B,60.0
B05706,T0042,Type-D,58.0
B05707,T0154,Type-B,55.0
B05708,T0171,Type-D,62.5
B05709,T0159,Type-C,55.0
B05710,T0138,Type-D,58.0
B05711,T0071,Type-C,60.0
B05712,T0136,Type-D,61.0
B05713,t0034,Type-D,61.0
B05714,T0093,Type-A,60.0
B05715,T0050,Type-A,60.0
B05716,T0080,Type-E,62.5
B05717,t0081,Type-B,55.0
B05718,T0169,Type-C,61.0
B05719,T0166,Type-E,58.0
B05720,T0003,Type-B,61.0
B05721,T0073,Type-D,61.0
B05722,T0011,Type-E,60.0
B05723,T0195,Type-C,55.0
B05724,T0116,Type-A,58.0
B05725,T0023,Type-B,62.5
B05726,T0050,Type-B,55.0
B05727,T0012,Type-D,61.0
B05728,T0006,Type-D,60.0
B05729,T0122,Type-B,58.0
B05730,T0184,Type-D,58.0
B05731,t0026,Type-D,55.0
B05732,T0157,Type-A,55.0
B05733,T0086,Type-A,62.5
B05734,T0102,Type-D,55.0
B05735,T0150,Type-B,58.0
B05736,T0022,Type-E,61.0
B05737,T0008,Type-C,61.0
B05738,T0170,Type-D,62.5
B05739,T0173,Type-C,62.5
B05740,T0061,Type-C,61.0
B05741,T0151,Type-A,55.0
B05742,T0048,Type-B,60.0
B05743,T0026,Type-D,58.0
B05744,T0062,Type-A,62.5
B05745,T0175,Type-A,58.0
B05746,T0145,Type-D,60.0
B05747,T0034,Type-E,58.0
B05748,T0117,Type-A,61.0
B05749,t0095,Type-D,58.0
B05750,T0005,Type-E,60.0
B05751,T0100,Type-E,60.0
B05752,T0031,Type-D,55.0
B05753,T0157,Type-B,61.0
B05754,T0100,Type-B,61.0
B05755,T0014,Type-D,61.0
B05756,T0045,Type-E,62.5
B05757,T0096,Type-B,58.0
B05758,T0198,Type-B,58.0
B05759,T0026,Type-A,60.0
B05760,T0115,Type-A,61.0
B05761,T0040,Type-D,61.0
B05762,T0049,Type-E,62.5
B05763,T0076,Type-D,61.0
B05764,T0090,Type-D,55.0
B05765,T0179,Type-D,55.0
B05766,T0174,Type-E,55.0
B05767,T0154,Type-B,62.5
B05768,T0089,Type-C,61.0
B05769,T0088,Type-C,55.0
B05770,T0048,Type-D,60.0
B05771,T0141,Type-E,61.0
B05772,T0093,Type-E,55.0
B05773,T0097,Type-E,58.0
B05774,T0045,Type-A,58.0
B05775,T0035,Type-B,62.5
B05776,T0183,Type-A,58.0
B05777,T0123,Type-E,61.0
B05778,T0063,Type-C,62.5
B05779,T0120,Type-C,55.0
B05780,T0121,Type-E,60.0
B05781,T0033,Type-A,61.0
B05782,T0095,Type-B,62.5
B05783,T0001,Type-E,55.0
B05784,T0188,Type-D,61.0
B05785,T0028,Type-E,60.0
B05786,T0154,Type-C,55.0
B05787,T0191,Type-C,60.0
B05788,T0079,Type-A,62.5
B05789,T0132,Type-A,60.0
B05790,T0129,Type-C,55.0
B05791,T0043,Type-D,55.0
B05792,T0023,Type-D,62.5
B05793,T0098,Type-E,61.0
B05794,T0067,Type-B,62.5
B05795,T0055,Type-B,55.0
B05796,T0114,Type-A,60.0
B05797,T0028,Type-C,61.0
B05798,T0071,Type-B,62.5
B05799,T0066,Type-B,62.5
B05800,t0033,Type-C,62.5
B05801,T0090,Type-C,55.0
B05802,T0051,Type-A,61.0
B05803,T0028,Type-C,61.0
B05804,T0100,Type-C,60.0
B05805,T0006,Type-D,55.0
B05806,T0163,Type-D,61.0
B05807,T0132,Type-B,58.0
B05808,T0185,Type-E,62.5
B05809,T0118,Type-C,55.0
B05810,T0016,Type-A,58.0
B05811,T0115,Type-D,58.0
B05812,T0002,Type-A,55.0
B05813,T0175,Type-C,58.0
B05814,T0081,Type-B,61.0
B05815,t0035,Type-E,61.0
B05816,T0056,Type-A,60.0
B05817,T0114,Type-C,60.0
B05818,T0178,Type-A,60.0
B05819,T0004,Type-E,60.0
B05820,T0151,Type-B,62.5
B05821,T0187,Type-D,60.0
B05822,T0165,Type-B,60.0
B05823,T0022,Type-A,55.0
B05824,T0074,Type-A,58.0
B05825,T0140,Type-D,61.0
B05826,T0100,Type-C,55.0
B05827,T0065,Type-B,60.0
B05828,T0092,Type-D,58.0
B05829,T0186,Type-C,
B05830,T0180,Type-A,55.0
B05831,T0130,Type-C,61.0
B05832,t0127,Type-B,58.0
B05833,T0185,Type-B,62.5
B05834,T0185,Type-D,61.0
B05835,T0157,Type-D,61.0
B05836,T0129,Type-D,58.0
B05837,t0167,Type-D,58.0
B05838,T0071,Type-A,62.5
B05839,T0001,Type-E,58.0
B05840,T0005,Type-C,58.0
B05841,T0153,Type-D,62.5
B05842,T0006,Type-D,60.0
B05843,T0152,Type-B,58.0
B05844,T0191,Type-B,58.0
B05845,T0026,Type-B,61.0
B05846,T0193,Type-B,62.5
B05847,T0142,Type-B,61.0
B05848,T0187,Type-A,62.5
B05849,T0193,Type-B,58.0
B05850,T0058,Type-E,61.0
B05851,T0050,Type-C,55.0
B05852,T0133,Type-E,60.0
B05853,T0189,Type-B,62.5
B05854,T0149,Type-B,58.0
B05855,T0167,Type-E,58.0
B05856,T0058,Type-E,55.0
B05857,T0125,Type-A,61.0
B05858,T0015,Type-D,55.0
B05859,T0049,Type-B,62.5
B05860,T0044,Type-D,58.0
B05861,T0191,Type-B,60.0
B05862,T0121,Type-D,
B05863,T0078,Type-A,60.0
B05864,T0024,Type-B,60.0
B05865,T0109,Type-B,62.5
B05866,T0154,Type-A,58.0
B05867,T0008,Type-D,55.0
B05868,T0188,Type-D,60.0
B05869,T0119,Type-E,55.0
B05870,T0026,Type-D,61.0
B05871,T0175,Type-B,58.0
B05872,T0155,Type-C,62.5
B05873,T0144,Type-A,60.0
B05874,T0094,Type-D,62.5
B05875,T0006,Type-B ,61.0
B05876,T0125,Type-D,58.0
B05877,T0068,Type-C,55.0
B05878,t0088,Type-E,55.0
B05879,t0124,Type-C,58.0
B05880,T0181,Type-B,58.0
B05881,T0059,Type-B,60.0
B05882,t0188,Type-A,60.0
B05883,T0125,Type-C,58.0
B05884,T0041,Type-E,60.0
B05885,T0056,Type-C,61.0
B05886,T0159,Type-B,60.0
B05887,T0043,Type-E,62.5
B05888,T0060,Type-B,58.0
B05889,t0165,Type-E,58.0
B05890,t0191,Type-B,58.0
B05891,T0012,Type-A,61.0
B05892,T0093,Type-B,55.0
B05893,T0077,Type-E,61.0
B05894,T0015,Type-B ,58.0
B05895,T0106,Type-A,58.0
B05896,T0151,Type-E,55.0
B05897,t0051,Type-D,60.0
B05898,T0141,Type-E,58.0
B05899,T0011,Type-A,61.0
B05900,T0088,Type-E,55.0
B05901,T0045,Type-A,61.0
B05902,T0014,Type-B ,61.0
B05903,T0046,Type-B,61.0
B05904,T0163,Type-C,61.0
B05905,T0139,Type-A,60.0
B05906,T0184,Type-E,61.0
B05907,T0026,Type-E,60.0
B05908,T0123,Type-A,55.0
B05909,T0133,Type-C,61.0
B05910,T0084,Type-E,58.0
B05911,T0146,Type-C ,55.0
B05912,T0014,Type-D,58.0
B05913,T0070,Type-A,55.0
B05914,T0152,Type-D,
B05915,T0059,Type-C,58.0
B05916,T0103,Type-D,55.0
B05917,T0050,Type-B,55.0
B05918,T0071,Type-E,58.0
B05919,T0072,Type-B,60.0
B05920,T0155,Type-D,58.0
B05921,T0039,Type-E,58.0
B05922,T0102,Type-E,62.5
B05923,T0171,Type-A,60.0
B05924,T0117,Type-B,60.0
B05925,T0057,Type-E,55.0
B05926,T0127,Type-A,61.0
B05927,T0117,Type-B,61.0
B05928,T0100,Type-E,61.0
B05929,T0140,Type-B,60.0
B05930,T0029,Type-C,58.0
B05931,T0113,Type-A,60.0
B05932,T0090,Type-D,62.5
